policy,cold_events,total_invocations,active_app_minutes,cold_ratio_per_1k,cold_minute_ratio,mean_latency_s,p50_latency_s,p95_latency_s,p99_latency_s,p999_latency_s,slo_violation_rate,mean_prewarm_mem_gb,p95_prewarm_mem_gb,max_prewarm_mem_gb,gb_hours,mean_exec_mem_gb,mean_total_mem_gb,exec_gb_hours,apps_with_cold,apps_with_cold_share,cold_slo_events,cold_slo_per_1k,mean_cold_added_ms,cold_per_app_day,part,budget_gb,seed,full_warm_gb,n_apps,cold_median_s
TTL-60m,271740,12495810846.0,90613408,0.021746487950958855,0.0029988939385217693,0.8380077967731319,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23142247554724177,1761.229388881865,1883.2857116699217,1934.23486328125,591773.0746643066,2.1131601246328846,1763.3425490064978,710.0218018766493,24274,1.0,241640.0,0.019337680681790308,2.669892497419179e-05,0.7996209936557633,seeds,-1,2,3831.79296875,24274,
Historic-TTL,6464984,12495810846.0,90613408,0.5173721081148959,0.07134688058526614,0.8380084233373857,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.2316214477467825,1476.1833256978837,1562.2218994140626,1667.09130859375,495997.59743448894,54.34929751394287,1530.5326232118266,18261.363964684806,24274,1.0,5321488.0,0.4258617600396414,0.0006532631788710631,19.02383502630681,seeds,-1,2,3831.79296875,24274,
Planner-LRU,16595771,12495810846.0,90613408,1.3281067715035417,0.18314917589238008,0.8380094169533349,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23195045001498477,1023.7515703625149,1023.9915771484375,1024.0009765625,343980.527641805,123.97276123979735,1147.7243316023123,41654.84777657191,24274,1.0,13101551.0,1.048475458012707,0.0016468791279062932,48.834646711943414,seeds,1024,2,3831.79296875,24274,
Planner-Popularity,25227914,12495810846.0,90613408,2.0189097218989707,0.2784125943039246,0.838010307672716,0.22163476650693947,3.1386143822518155,36.38836624469137,57.07322071880443,0.23222970623895897,1023.8830011065044,1023.9938354492188,1024.00146484375,344024.6883717855,229.42029126523033,1253.3032923717346,77085.21786511739,24274,1.0,19843821.0,1.5880378828199173,0.002537598509011149,74.23555479701974,seeds,1024,2,3831.79296875,24274,
BALM-JIT (ours),2833518,12495810846.0,90613408,0.22675743374484816,0.03127040536870658,0.838007987634886,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.2314780769804624,1023.7415459738837,1023.990966796875,1024.0009765625,343977.1594472249,26.369136411115704,1050.1106823849993,8860.029834134877,24274,1.0,2172509.0,0.17385898576525236,0.00021756067910082272,8.337898280346991,seeds,1024,2,3831.79296875,24274,
Oracle knapsack,897657,12495810846.0,90613408,0.07183663477807417,0.009906447840478531,0.8380078068583661,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23142342267428823,710.3680031791566,1023.858642578125,1024.000244140625,238683.64906819662,9.950166397184015,720.3181695763407,3343.255909453829,4336,0.17862733789239515,470133.0,0.0376232487666451,3.6784159092746774e-05,2.641441754257936,seeds,1024,2,3831.79296875,24274,
Planner-LRU,1306979,12495810846.0,90613408,0.10459337261962263,0.014423682199437859,0.8380078997606357,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23144685286970534,1535.3837173855493,1535.9913391113282,1536.0037841796875,515888.9290415446,10.20055261333473,1545.584269998884,3427.3856780804695,24274,1.0,1164948.0,0.09322708340874962,0.00012968642886133732,3.8459109688202546,seeds,1536,2,3831.79296875,24274,
Planner-Popularity,5991460,12495810846.0,90613408,0.4794774884030763,0.06612111973539281,0.8380083880212679,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23158435584782414,1535.8094622717963,1535.99169921875,1536.004150390625,516031.9793233236,79.30838714774166,1615.1178494195378,26647.618081641198,24274,1.0,4977715.0,0.3983507001943298,0.0006179470608416768,17.63044527360256,seeds,1536,2,3831.79296875,24274,
BALM-JIT (ours),385756,12495810846.0,90613408,0.030870825811474514,0.004257162472026215,0.8380078070751927,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23142611298387378,1535.3696410254827,1535.991943359375,1536.00390625,515884.19938456215,3.0445752399840527,1538.4142162654666,1022.9772806346416,24274,1.0,333138.0,0.026659974619145255,3.700098588690522e-05,1.1351240009887122,seeds,1536,2,3831.79296875,24274,
Oracle knapsack,0,12495810846.0,90613408,0.0,0.0,0.8380077700742069,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23141579281483418,720.3181693788558,1069.1677062988279,1450.2216796875,242026.90491129557,0.0,720.3181693788558,0.0,0,0.0,0.0,0.0,0.0,0.0,seeds,1536,2,3831.79296875,24274,
