policy,cold_events,total_invocations,active_app_minutes,cold_ratio_per_1k,cold_minute_ratio,mean_latency_s,p50_latency_s,p95_latency_s,p99_latency_s,p999_latency_s,slo_violation_rate,mean_prewarm_mem_gb,p95_prewarm_mem_gb,max_prewarm_mem_gb,gb_hours,mean_exec_mem_gb,mean_total_mem_gb,exec_gb_hours,apps_with_cold,apps_with_cold_share,cold_slo_events,cold_slo_per_1k,mean_cold_added_ms,cold_per_app_day,prewarm_attempts,prewarm_per_1k,wasted_prewarms,wasted_prewarm_rate,retained_container_minutes,total_inits,total_inits_per_1k,budget_utilization,cand_k_mean,cand_k_p95,cand_k_max,knapsack_gap_mean,brier_score,cal_pred_frac,subminute_extra_cold,subminute_extra_per_1k,cold_plus_subminute_per_1k,cal_bin0_count,cal_bin0_hit,cal_bin1_count,cal_bin1_hit,cal_bin2_count,cal_bin2_hit,cal_bin3_count,cal_bin3_hit,cal_bin4_count,cal_bin4_hit,cal_bin5_count,cal_bin5_hit,cal_bin6_count,cal_bin6_hit,cal_bin7_count,cal_bin7_hit,cal_bin8_count,cal_bin8_hit,cal_bin9_count,cal_bin9_hit,part,budget_gb,seed,full_warm_gb,n_apps
Planner-LRU,1306979,12495810846.0,90613408,0.10459337261962263,0.014423682199437859,0.8380079004255033,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23144708560770266,1535.3837173855493,1535.9913391113282,1536.0037841796875,515888.9290415446,10.20055261333473,1545.584269998884,3427.3856780804695,24274,1.0,1175360.0,0.09406032265415103,0.00013035129638357349,3.8459109688202546,2339892,0.187254114905958,2112432,0.9027903851972655,195677075,3646871,0.29184748752558065,0.9995987743395505,11913.265439753955,12790.0,13109.0,,,,32744.090889234387,0.002620405453697789,0.10721377807332041,,,,,,,,,,,,,,,,,,,,,seeds,1536,3,3831.79296875,24274
Planner-Popularity,5991460,12495810846.0,90613408,0.4794774884030763,0.06612111973539281,0.8380084005019274,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.231592952690493,1535.8094622717963,1535.99169921875,1536.004150390625,516031.9793233236,79.30838714774166,1615.1178494195378,26647.618081641198,24274,1.0,5049220.0,0.4040730179279476,0.000630427720513009,17.63044527360256,502975,0.04025148957508475,320990,0.6381828122670112,211676889,6494435,0.519728977978161,0.9998759519998673,11913.265439753955,12790.0,13109.0,,,,13018.103618591123,0.0010417974294768004,0.4805192858325531,,,,,,,,,,,,,,,,,,,,,seeds,1536,3,3831.79296875,24274
TTL-20m,1009201,12495810846.0,90613408,0.08076314634060362,0.01113743564307834,0.8380078691148823,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23143760007197553,1552.8695860847595,1723.9231567382812,1801.6561279296875,521764.18092447915,7.727112807596605,1560.596698892356,2596.309903352459,24274,1.0,924103.0,0.07395302404852039,9.904067546436734e-05,2.9696706646735485,0,0.0,0,0.0,200186826,1009201,0.08076314634060362,,0.0,0.0,0.0,,,,0.0,0.0,0.08076314634060362,,,,,,,,,,,,,,,,,,,,,seeds,-1,3,3831.79296875,24274
BALM-JIT (hazard),2419525,12495810846.0,90613408,0.19362689062907093,0.026701622347103424,0.8380079283002813,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23145717273151245,1023.8479394488865,1023.9920654296875,1024.0,344012.90765482583,23.973217632569785,1047.8211570814562,8055.001124543448,24274,1.0,1723002.0,0.13788637017913452,0.0001582260743752616,7.119684200614414,25203833,2.016982596056816,10223740,0.405642268777134,104541138,27623358,2.210609486685887,0.9998515033680532,11913.265439753955,12790.0,13109.0,8.699861357319283e-06,0.04195087372349391,0.37653703985198705,512504.955624312,0.041014141614377,0.2346410322434479,126333158.0,1339640.0,10729434.0,1501642.0,5847803.0,1401955.0,3987502.0,1380652.0,3566325.0,1616925.0,3070959.0,1670869.0,4001094.0,2632111.0,8181063.0,6148281.0,7298982.0,6164452.0,67143198.0,66572427.0,seeds,1024,4,3831.79296875,24274
Planner-LRU,16595771,12495810846.0,90613408,1.3281067715035417,0.18314917589238008,0.8380093951395758,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23194608635251932,1023.7515703625149,1023.9915771484375,1024.0009765625,343980.527641805,123.97276123979735,1147.7243316023123,41654.84777657191,24274,1.0,13001461.0,1.0404655736415744,0.0016250653689169829,48.834646711943414,17827516,1.4266794063793562,15154208,0.8500459626568277,113688247,34423287,2.754786177882898,0.9997573929321435,11913.265439753955,12790.0,13109.0,,,,302342.10483738116,0.024195477073355592,1.3523022485768972,,,,,,,,,,,,,,,,,,,,,seeds,1024,4,3831.79296875,24274
Planner-Popularity,25227914,12495810846.0,90613408,2.0189097218989707,0.2784125943039246,0.838010306873555,0.22163476650693947,3.1386143822518155,36.38836624469137,57.07322071880443,0.23223972807216584,1023.8830011065044,1023.9938354492188,1024.00146484375,344024.6883717855,229.42029126523033,1253.3032923717346,77085.21786511739,24274,1.0,20133852.0,1.611248141327699,0.002536799348101783,74.23555479701974,1327523,0.10623744360094485,717614,0.5405661521495296,143436899,26555437,2.1251471654999152,0.9998857432680707,11913.265439753955,12790.0,13109.0,,,,28409.282822825422,0.002273504550680634,2.021183226449651,,,,,,,,,,,,,,,,,,,,,seeds,1024,4,3831.79296875,24274
BALM-JIT (hazard),331937,12495810846.0,90613408,0.026563862408837235,0.0036632216724482984,0.8380078012910537,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23142419056520308,1535.817069831727,1535.9923095703125,1536.0001220703125,516034.5354634603,2.6185224622639547,1538.4355922939908,879.8235473206888,24274,1.0,288902.0,0.023119908228482797,3.12168467911277e-05,0.9767564354571029,8053682,0.6445105563180034,5799353,0.7200871601337128,190336059,8385619,0.6710744187268406,0.9998809048383641,11913.265439753955,12790.0,13109.0,5.472247534056186e-08,0.04195087372349391,0.37653703985198705,63909.995668307034,0.005114513692303937,0.03167837610114117,126333158.0,1339640.0,10729434.0,1501642.0,5847803.0,1401955.0,3987502.0,1380652.0,3566325.0,1616925.0,3070959.0,1670869.0,4001094.0,2632111.0,8181063.0,6148281.0,7298982.0,6164452.0,67143198.0,66572427.0,seeds,1536,4,3831.79296875,24274
Planner-LRU,1306979,12495810846.0,90613408,0.10459337261962263,0.014423682199437859,0.8380078979828698,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23144668147546524,1535.3837173855493,1535.9913391113282,1536.0037841796875,515888.9290415446,10.20055261333473,1545.584269998884,3427.3856780804695,24274,1.0,1168516.0,0.0935126191009886,0.00012790866292440134,3.8459109688202546,2339892,0.187254114905958,2112432,0.9027903851972655,195677075,3646871,0.29184748752558065,0.9995987743395505,11913.265439753955,12790.0,13109.0,,,,33298.89156309253,0.002664804387124006,0.10725817700674664,,,,,,,,,,,,,,,,,,,,,seeds,1536,4,3831.79296875,24274
Planner-Popularity,5991460,12495810846.0,90613408,0.4794774884030763,0.06612111973539281,0.8380083907883291,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23158912458437259,1535.8094622717963,1535.99169921875,1536.004150390625,516031.9793233236,79.30838714774166,1615.1178494195378,26647.618081641198,24274,1.0,5104068.0,0.4084623289279262,0.0006207141223222752,17.63044527360256,502975,0.04025148957508475,320990,0.6381828122670112,211676889,6494435,0.519728977978161,0.9998759519998673,11913.265439753955,12790.0,13109.0,,,,12890.288604367473,0.001031568800394714,0.48050905720347104,,,,,,,,,,,,,,,,,,,,,seeds,1536,4,3831.79296875,24274
TTL-20m,1009201,12495810846.0,90613408,0.08076314634060362,0.01113743564307834,0.8380078670054639,0.22163476650693947,2.985513856491193,36.38836624469137,57.07322071880443,0.23143713863253282,1552.8695860847595,1723.9231567382812,1801.6561279296875,521764.18092447915,7.727112807596605,1560.596698892356,2596.309903352459,24274,1.0,916760.0,0.07336538711239067,9.69312569098551e-05,2.9696706646735485,0,0.0,0,0.0,200186826,1009201,0.08076314634060362,,0.0,0.0,0.0,,,,0.0,0.0,0.08076314634060362,,,,,,,,,,,,,,,,,,,,,seeds,-1,4,3831.79296875,24274
